#,Fecha del siniestro,Entidad Federativa,Municipio,Grupo de siniestro,Tipo de siniestro
239,17-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
240,18-11-2016,México,Otumba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
241,18-11-2016,Puebla,Puebla,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
242,18-11-2016,México,Tecámac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
243,18-11-2016,México,Ecatepec De Morelos,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
244,18-11-2016,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
245,18-11-2016,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
246,18-11-2016,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
247,18-11-2016,Veracruz de Ignacio de la Llave,Xalapa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
248,18-11-2016,Nuevo León,Monterrey,"Grupo III. Muerte, lesión y otros",Persona Arrollada
249,19-11-2016,Yucatán,Umán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
250,19-11-2016,Hidalgo,Atitalaquia,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
251,19-11-2016,Guanajuato,San Francisco Del Rincón,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
252,19-11-2016,Tamaulipas,Matamoros,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
253,19-11-2016,Veracruz de Ignacio de la Llave,Las Vigas De Ramírez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
254,21-11-2016,Yucatán,Umán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
255,21-11-2016,Nuevo León,Linares,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
256,21-11-2016,Sonora,Hermosillo,"Grupo III. Muerte, lesión y otros",Persona Arrollada
257,21-11-2016,Guanajuato,San José Iturbide,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
258,21-11-2016,Zacatecas,El Salvador,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
259,22-11-2016,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
260,22-11-2016,Veracruz de Ignacio de la Llave,Amatlán De Los Reyes,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
261,22-11-2016,México,Toluca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
262,23-11-2016,Yucatán,Umán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
263,23-11-2016,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
264,23-11-2016,Guanajuato,Irapuato,"Grupo III. Muerte, lesión y otros",Persona Arrollada
265,23-11-2016,México,Cuautitlán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
266,23-11-2016,México,Huehuetoca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
267,23-11-2016,Coahuila de Zaragoza,Ramos Arizpe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
268,23-11-2016,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
269,23-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
270,23-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
271,24-11-2016,Oaxaca,Heroica Ciudad De Juchitán De Zaragoza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
272,24-11-2016,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
273,24-11-2016,Sonora,Mazatlán,"Grupo III. Muerte, lesión y otros",Persona Arrollada
274,24-11-2016,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
275,24-11-2016,Tlaxcala,Atlangatepec,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
276,24-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
277,25-11-2016,Chiapas,Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
278,25-11-2016,Guanajuato,León,"Grupo III. Muerte, lesión y otros",Persona Arrollada
279,25-11-2016,Nuevo León,Anáhuac,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
280,25-11-2016,México,Toluca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
281,25-11-2016,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
282,25-11-2016,Michoacán de Ocampo,Maravatío,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
283,25-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
284,25-11-2016,Michoacán de Ocampo,Uruapan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
285,25-11-2016,México,Toluca,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
286,26-11-2016,Hidalgo,Tula De Allende,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
287,26-11-2016,Guanajuato,Comonfort,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
288,26-11-2016,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
289,27-11-2016,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
290,27-11-2016,Guanajuato,Acámbaro,"Grupo III. Muerte, lesión y otros",Persona Arrollada
291,28-11-2016,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
292,28-11-2016,Chiapas,Salto De Agua,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
293,28-11-2016,Coahuila de Zaragoza,Saltillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
294,29-11-2016,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
295,29-11-2016,Guanajuato,Apaseo El Grande,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
296,29-11-2016,Tabasco,Tacotalpa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
297,29-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
298,10-10-2016,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
299,30-11-2016,Jalisco,Lagos De Moreno,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
300,30-11-2016,Tamaulipas,Altamira,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
301,30-11-2016,Sonora,Navojoa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
302,30-11-2016,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
303,30-11-2016,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
304,30-11-2016,Querétaro,Querétaro,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
305,30-11-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
306,30-11-2016,Michoacán de Ocampo,Pátzcuaro,"Grupo III. Muerte, lesión y otros",Persona Arrollada
307,01-12-2016,Coahuila de Zaragoza,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
308,02-12-2016,Guanajuato,Apaseo El Grande,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
309,02-12-2016,México,Tezoyuca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
310,02-12-2016,Sonora,Caborca,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
311,02-12-2016,Michoacán de Ocampo,Gabriel Zamora,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
312,02-12-2016,Tamaulipas,Ciudad Madero,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
313,02-12-2016,Michoacán de Ocampo,Uruapan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
314,02-12-2016,Michoacán de Ocampo,Uruapan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
315,03-12-2016,Chihuahua,Cuauhtémoc,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
316,03-12-2016,Durango,Gómez Palacio,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
317,03-12-2016,Tabasco,Tacotalpa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
318,03-12-2016,Nuevo León,General Escobedo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
319,04-12-2016,Guanajuato,Cortazar,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
320,04-12-2016,Jalisco,Poncitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
321,04-12-2016,Tabasco,Tacotalpa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
322,04-12-2016,Chihuahua,Chihuahua,"Grupo III. Muerte, lesión y otros",Persona Arrollada
323,04-12-2016,Veracruz de Ignacio de la Llave,Rafael Lucio,"GRUPO II. Equipo ferroviario, infraestructura y operación",Deslave/ derrumbe
324,04-12-2016,Guanajuato,Celaya,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
325,05-12-2016,Chiapas,Pichucalco,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
326,05-12-2016,México,Tequixquiac,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
327,05-12-2016,Guanajuato,Celaya,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
328,06-12-2016,Coahuila de Zaragoza,Frontera,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
329,06-12-2016,Coahuila de Zaragoza,Frontera,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
330,20-10-2016,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
331,06-12-2016,Durango,Mapimí,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
332,06-12-2016,Hidalgo,Chapantongo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
333,06-12-2016,Jalisco,Lagos De Moreno,"Grupo III. Muerte, lesión y otros",Persona Arrollada
334,06-12-2016,Nuevo León,Santa Catarina,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
335,06-12-2016,Guanajuato,Comonfort,"Grupo III. Muerte, lesión y otros",Persona Arrollada
336,07-12-2016,Zacatecas,Fresnillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
337,07-12-2016,Veracruz de Ignacio de la Llave,Pánuco,Grupo IV. Materiales o Residuos peligrosos,Fuga/Derrame
338,07-12-2016,Michoacán de Ocampo,Contepec,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
339,07-12-2016,Michoacán de Ocampo,Maravatío,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
340,07-12-2016,Guanajuato,San Francisco Del Rincón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
341,07-12-2016,Michoacán de Ocampo,Uruapan,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
342,07-12-2016,Michoacán de Ocampo,Múgica,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
343,07-12-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
344,07-12-2016,Michoacán de Ocampo,Pátzcuaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
345,07-12-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
346,07-12-2016,Michoacán de Ocampo,Contepec,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
347,07-12-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
348,07-12-2016,Michoacán de Ocampo,Morelia,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
349,07-12-2016,Michoacán de Ocampo,Pátzcuaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
350,08-12-2016,Veracruz de Ignacio de la Llave,Moloacán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
351,08-12-2016,Chihuahua,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
352,08-12-2016,México,Almoloya De Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
353,08-12-2016,San Luis Potosí,San Luis Potosí,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
354,08-12-2016,Michoacán de Ocampo,Lázaro Cárdenas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Vía en Mal Estado
355,09-12-2016,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
356,09-12-2016,Coahuila de Zaragoza,Torreón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
357,09-12-2016,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
358,09-12-2016,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
359,09-12-2016,Nuevo León,San Nicolás De Los Garza,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
360,09-12-2016,Michoacán de Ocampo,Pátzcuaro,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
361,10-12-2016,Tabasco,Tacotalpa,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
362,10-12-2016,México,Texcoco,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
363,11-12-2016,Yucatán,Mérida,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
364,11-12-2016,Guanajuato,Salamanca,"Grupo III. Muerte, lesión y otros",Persona Arrollada
365,11-12-2016,Sonora,Carbó,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
366,11-12-2016,Zacatecas,Cañitas De Felipe Pescador,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
367,11-12-2016,Michoacán de Ocampo,Morelia,"Grupo III. Muerte, lesión y otros",Persona Arrollada
368,12-12-2016,Hidalgo,Tepetitlán,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
369,12-12-2016,Guanajuato,León,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
370,12-12-2016,Sonora,Hermosillo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
371,12-12-2016,Coahuila de Zaragoza,Piedras Negras,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
372,12-12-2016,Veracruz de Ignacio de la Llave,Minatitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
373,12-12-2016,Guanajuato,San Diego De La Unión,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
374,12-12-2016,Guanajuato,Silao De La Victoria,"GRUPO II. Equipo ferroviario, infraestructura y operación",Incendio
375,12-12-2016,Michoacán de Ocampo,Lázaro Cárdenas,"Grupo III. Muerte, lesión y otros",Persona Arrollada
376,13-12-2016,Yucatán,Mérida,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
377,13-12-2016,Querétaro,El Marqués,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
378,13-12-2016,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
379,14-12-2016,Hidalgo,Emiliano Zapata,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
380,14-12-2016,Puebla,Acajete,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
381,14-12-2016,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
382,15-12-2016,Baja California,Mexicali,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
383,15-12-2016,Puebla,Cuautlancingo,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
384,15-12-2016,Coahuila de Zaragoza,Ramos Arizpe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
385,15-12-2016,Nuevo León,Monterrey,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
386,15-12-2016,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
387,15-12-2016,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
388,16-12-2016,Veracruz de Ignacio de la Llave,Orizaba,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
389,16-12-2016,México,Tultitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
390,16-12-2016,Coahuila de Zaragoza,Piedras Negras,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
391,16-12-2016,Chiapas,Palenque,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
392,16-12-2016,Nuevo León,San Nicolás De Los Garza,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
393,17-12-2016,Sonora,Culiacán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
394,18-12-2016,Tabasco,Huimanguillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
395,18-12-2016,Tabasco,Teapa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
396,18-12-2016,Chihuahua,Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
397,18-12-2016,Colima,Cuauhtémoc,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
398,19-12-2016,Hidalgo,Tezontepec De Aldama,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
399,19-12-2016,Guanajuato,San Miguel De Allende,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
400,19-12-2016,Nuevo León,García,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
401,20-12-2016,Chihuahua,Meoqui,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
402,20-12-2016,Chihuahua,Santa Isabel,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
403,20-12-2016,Jalisco,Hostotipaquillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
404,20-12-2016,Sonora,Hermosillo,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
405,20-12-2016,México,San Martín De Las Pirámides,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
406,20-12-2016,Querétaro,San Juan Del Río,Grupo I. Cruces a Nivel,Impacto a Tren
407,21-12-2016,Chihuahua,Juárez,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
408,21-12-2016,Nuevo León,Guadalupe,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
409,22-12-2016,México,Tlalnepantla De Baz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Rozamiento
410,23-10-2016,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
411,22-12-2016,Jalisco,Tlajomulco De Zúñiga,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
412,22-12-2016,Sonora,Nogales,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
413,22-12-2016,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
414,12-11-2016,Guanajuato,Celaya,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
415,23-12-2016,Tamaulipas,Reynosa,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
416,23-12-2016,Hidalgo,Tula De Allende,"Grupo III. Muerte, lesión y otros",Persona Arrollada
417,24-12-2016,Jalisco,Encarnación De Díaz,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
418,24-12-2016,Sonora,Guaymas,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
419,24-12-2016,Puebla,Mazapiltepec De Juárez,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
420,24-12-2016,Querétaro,Colón,"GRUPO II. Equipo ferroviario, infraestructura y operación",Objetos Sobre la Vía
421,25-12-2016,Veracruz de Ignacio de la Llave,Minatitlán,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
422,26-12-2016,Tamaulipas,Altamira,Grupo I. Cruces a Nivel,Arrollamiento de Vehículo
423,26-12-2016,Nuevo León,Monterrey,"GRUPO II. Equipo ferroviario, infraestructura y operación",Descarrilamiento
